key	building_level	position_index	research_points_required	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	ai_bias	unique_index	cost_per_round	is_civil	is_engineering	is_military
rom_egypt_engineering_siege_boiling_oil	rom_HELLENIC_port_1	2	800	rom_roman_engineering_siege_boiling_oil	0	0	0	0	false	false	greek_army_up.png	0	2196	0	false	true	false
rom_egypt_engineering_siege_central_grain_warehouse	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_siege_central_grain_warehouse	0	0	0	0	false	false	greek_army_up.png	0	2206	0	false	true	false
rom_egypt_engineering_siege_emergency_siege_measures	rom_HELLENIC_port_1	2	4000	rom_egyptian_engineering_siege_emergency_siege_measures	0	0	0	0	false	false	greek_army_up.png	0	2189	333	false	true	false
rom_egypt_engineering_siege_improved_defensive_artillery	rom_HELLENIC_port_1	2	10400	rom_roman_engineering_siege_arrow_towers	0	0	0	0	false	false	greek_army_up.png	0	2214	867	false	true	false
rom_egypt_engineering_siege_onager	rom_HELLENIC_port_1	2	8800	rom_roman_engineering_siege_onager	0	0	0	0	false	false	greek_army_up.png	0	2199	733	false	true	false
rom_egypt_engineering_siege_siege_tower	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_siege_siege_tower	0	0	0	0	false	false	greek_army_up.png	0	2215	0	false	true	false
rom_egypt_engineering_top_engineering	rom_HELLENIC_port_1	2	1200	rom_roman_engineering_top_engineering	0	0	0	0	false	false	greek_army_up.png	0	2133	0	false	true	false
rom_egypt_military_management_cultural_assimilation	rom_HELLENIC_port_1	2	1600	rom_egyptian_military_management_cultural_assimilation	0	0	0	0	false	false	greek_army_up.png	0	1995	0	false	false	true
rom_egypt_military_management_land_grant	rom_HELLENIC_port_1	2	2400	rom_egyptian_military_management_land_grant	0	0	0	0	false	false	greek_army_up.png	0	2010	0	false	false	true
rom_egypt_military_management_land_laws	rom_HELLENIC_port_1	2	800	rom_roman_military_management_land_laws	0	0	0	0	false	false	greek_army_up.png	0	2000	0	false	false	true
rom_egypt_military_management_mercenaries	rom_HELLENIC_port_1	2	800	rom_roman_military_management_mercenary_assets	0	0	0	0	false	false	greek_army_up.png	0	1985	0	false	false	true
rom_egypt_military_management_professional_soldiery	rom_HELLENIC_port_1	2	9200	rom_roman_military_management_professional_soldiery	0	0	0	0	false	false	greek_army_up.png	0	2032	767	false	false	true
rom_egypt_military_management_remuneration_reforms	rom_HELLENIC_port_1	2	800	rom_roman_military_management_remuneration_reforms	0	0	0	0	false	false	greek_army_up.png	0	2026	0	false	false	true
rom_egypt_military_management_supply_reforms	rom_HELLENIC_port_1	2	4000	rom_roman_military_management_supply_reforms	0	0	0	0	false	false	greek_army_up.png	0	2016	333	false	false	true
rom_egypt_military_management_training_reforms	rom_HELLENIC_port_1	2	1200	rom_roman_military_management_training_reforms	0	0	0	0	false	false	greek_army_up.png	0	1976	0	false	false	true
rom_egypt_military_management_ways_of_horus	rom_HELLENIC_port_1	2	800	rom_egyptian_military_management_ways_of_horus	0	0	0	0	false	false	greek_army_up.png	0	1970	0	false	false	true
rom_egypt_military_navy_deck_artillery	rom_HELLENIC_port_1	2	1600	rom_roman_military_navy_deck_artillary	0	0	0	0	false	false	greek_army_up.png	0	2098	0	false	false	true
rom_egypt_military_navy_epic_naval_architecture	rom_HELLENIC_port_1	2	10400	rom_egyptian_military_navy_epic_naval_architecture	0	0	0	0	false	false	greek_army_up.png	0	2118	867	false	false	true
rom_egypt_military_navy_fore_and_aft_rigging	rom_HELLENIC_port_1	2	4000	rom_roman_military_navy_fore_and_aft_rigging	0	0	0	0	false	false	greek_army_up.png	0	2128	333	false	false	true
rom_egypt_military_navy_greek_fire	rom_HELLENIC_port_1	2	800	rom_roman_military_navy_greek_fire	0	0	0	0	false	false	greek_army_up.png	0	2121	0	false	false	true
rom_egypt_military_navy_improved_artillery	rom_HELLENIC_port_1	2	2400	rom_greek_military_navy_improved_artillery	0	0	0	0	false	false	greek_army_up.png	0	2113	0	false	false	true
rom_egypt_military_navy_improved_ramming	rom_HELLENIC_port_1	2	2400	rom_greek_military_navy_improved_ramming	0	0	0	0	false	false	greek_army_up.png	0	2097	0	false	false	true
rom_egypt_military_navy_marine_training	rom_HELLENIC_port_1	2	800	rom_greek_military_navy_marine_training	0	0	0	0	false	false	greek_army_up.png	0	2104	0	false	false	true
rom_egypt_military_navy_naval_manoeuvres	rom_HELLENIC_port_1	2	800	rom_roman_military_navy_naval_manoeuvres	0	0	0	0	false	false	greek_army_up.png	0	2085	0	false	false	true
rom_egypt_military_navy_ram	rom_HELLENIC_port_1	2	1600	rom_greek_military_navy_ram	0	0	0	0	false	false	greek_army_up.png	0	2092	0	false	false	true
rom_egypt_military_tactics_advanced_cavalry_tactics	rom_HELLENIC_port_1	2	8800	rom_roman_military_tactics_advanced_cavalry_tactics	0	0	0	0	false	false	greek_army_up.png	0	2080	733	false	false	true
rom_egypt_military_tactics_flaming_arrows	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	greek_army_up.png	0	2056	0	false	false	true
rom_egypt_military_tactics_gymnasia	rom_HELLENIC_port_1	2	1600	rom_greek_military_tactics_votive_games	0	0	0	0	false	false	greek_army_up.png	0	2043	0	false	false	true
rom_egypt_military_tactics_physical_conditioning	rom_HELLENIC_port_1	2	1200	rom_roman_military_tactics_physical_conditioning	0	0	0	0	false	false	greek_army_up.png	0	2037	0	false	false	true
rom_egypt_military_tactics_pike_phalanx	rom_HELLENIC_port_1	2	800	rom_greek_military_tactics_pike_phalanx	0	0	0	0	false	false	greek_army_up.png	0	2036	0	false	false	true
rom_egypt_military_tactics_strategic_manoeuvres	rom_HELLENIC_port_1	2	8800	rom_roman_military_tactics_stategic_manoeuvres	0	0	0	0	false	false	greek_army_up.png	0	2072	733	false	false	true
rom_egypt_military_tactics_tactical_drills	rom_HELLENIC_port_1	2	6400	rom_roman_military_tactics_tactical_drills	0	0	0	0	false	false	greek_army_up.png	0	2070	533	false	false	true
rom_egypt_military_tactics_tactical_flexibility	rom_HELLENIC_port_1	2	4000	rom_greek_military_tactics_tactical_flexibility	0	0	0	0	false	false	greek_army_up.png	0	2065	333	false	false	true
rom_egypt_military_tactics_weapon_proficiency	rom_HELLENIC_port_1	2	2400	rom_roman_military_tactics_weapon_proficiency	0	0	0	0	false	false	greek_army_up.png	0	2047	0	false	false	true
rom_egypt_military_top_logistics	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	greek_army_up.png	0	1966	0	false	false	true
rom_gaul_civil_druidism_druidic_doctrine	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_druidism_druidic_doctrine	0	0	0	0	false	false	barb_civ_up.png	0	3181	0	true	false	false
rom_gaul_civil_druidism_druidic_judgement	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_druidism_druidic_judgement	0	0	0	0	false	false	barb_civ_up.png	0	3169	0	true	false	false
rom_gaul_civil_druidism_knowledge_of_the_oak	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_druidism_knowledge_of_the_oak	0	0	0	0	false	false	barb_civ_up.png	0	3072	0	true	false	false
rom_gaul_civil_druidism_sacred_grove	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_druidism_sacred_grove	0	0	0	0	false	false	barb_civ_up.png	0	3582	0	true	false	false
rom_gaul_civil_druidism_stargazing	rom_HELLENIC_port_1	2	3200	rom_barbarian_civil_druidism_stargazing	0	0	0	0	false	false	barb_civ_up.png	0	3584	267	true	false	false
rom_gaul_civil_druidism_temple_of_the_oak	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_druidism_temple_of_the_oak	0	0	0	0	false	false	barb_civ_up.png	0	3171	767	true	false	false
rom_gaul_civil_farming_animal_husbandry	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_farming_animal_husbandry	0	0	0	0	false	false	barb_civ_up.png	0	3100	0	true	false	false
rom_gaul_civil_farming_celtic_plough	rom_HELLENIC_port_1	2	2000	rom_barbarian_civil_farming_celtic_plough	0	0	0	0	false	false	barb_civ_up.png	0	3104	0	true	false	false
rom_gaul_civil_farming_crop_rotation	rom_HELLENIC_port_1	2	4000	rom_barbarian_civil_farming_crop_rotation	0	0	0	0	false	false	barb_civ_up.png	0	3113	333	true	false	false
rom_gaul_civil_farming_grain_kiln	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_farming_grain_kiln	0	0	0	0	false	false	barb_civ_up.png	0	3129	767	true	false	false
rom_gaul_civil_farming_iron_tools	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_farming_iron_tools	0	0	0	0	false	false	barb_civ_up.png	0	3094	0	true	false	false
rom_gaul_civil_farming_souterrain	rom_HELLENIC_port_1	2	6400	rom_barbarian_civil_farming_souterrain	0	0	0	0	false	false	barb_civ_up.png	0	3121	533	true	false	false
rom_gaul_civil_top_celtic_field_systems	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_tribal_council_celtic_field_systems	0	0	0	0	false	false	barb_civ_up.png	0	3066	0	true	false	false
rom_gaul_civil_tribal_council_celtic_calendar	rom_HELLENIC_port_1	2	4000	rom_barbarian_civil_tribal_council_celtic_calender	0	0	0	0	false	false	barb_civ_up.png	0	3149	333	true	false	false
rom_gaul_civil_tribal_council_craft_specialisation	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_tribal_council_craft_specialisation	0	0	0	0	false	false	barb_civ_up.png	0	3077	0	true	false	false
rom_gaul_civil_tribal_council_cupellation_furnace	rom_HELLENIC_port_1	2	2000	rom_barbarian_civil_tribal_council_cupellation_furnace	0	0	0	0	false	false	barb_civ_up.png	0	3132	0	true	false	false
rom_gaul_civil_tribal_council_intensified_production	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_tribal_council_intensified_production	0	0	0	0	false	false	barb_civ_up.png	0	3087	767	true	false	false
rom_gaul_civil_tribal_council_land_and_community_laws	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_tribal_council_land_and_community_laws	0	0	0	0	false	false	barb_civ_up.png	0	3159	767	true	false	false
rom_gaul_civil_tribal_council_mint	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_tribal_council_mint	0	0	0	0	false	false	barb_civ_up.png	0	3142	0	true	false	false
rom_gaul_civil_tribal_council_multilingual	rom_HELLENIC_port_1	2	6400	rom_barbarian_civil_tribal_council_multilingual	0	0	0	0	false	false	barb_civ_up.png	0	3152	533	true	false	false
rom_gaul_civil_tribal_council_timber_trackway	rom_HELLENIC_port_1	2	3200	rom_barbarian_civil_tribal_council_timber_trackway	0	0	0	0	false	false	barb_civ_up.png	0	3085	267	true	false	false
rom_gaul_engineering_construction_double_wall_construction	rom_HELLENIC_port_1	2	6400	rom_barbarian_engineering_construction_double_wall_construction	0	0	0	0	false	false	barb_civ_up.png	0	3230	533	false	true	false
rom_gaul_engineering_construction_dry_stone_construction	rom_HELLENIC_port_1	2	6400	rom_barbarian_engineering_construction_dry_stone_construction	0	0	0	0	false	false	barb_civ_up.png	0	3239	533	false	true	false
rom_gaul_engineering_construction_enclosed_settlement	rom_HELLENIC_port_1	2	10000	rom_barbarian_engineering_construction_enclosed_settlement	0	0	0	0	false	false	barb_civ_up.png	0	3248	833	false	true	false
rom_gaul_engineering_construction_large_defences	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_construction_large_defences	0	0	0	0	false	false	barb_civ_up.png	0	3210	333	false	true	false
rom_gaul_engineering_construction_raised_site	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_construction_raised_site	0	0	0	0	false	false	barb_civ_up.png	0	3200	0	false	true	false
rom_gaul_engineering_construction_stone_footing	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_construction_stone_footing	0	0	0	0	false	false	barb_civ_up.png	0	3220	333	false	true	false
rom_gaul_engineering_construction_tax_labour	rom_HELLENIC_port_1	2	2000	rom_barbarian_engineering_construction_tax_labour	0	0	0	0	false	false	barb_civ_up.png	0	3207	0	false	true	false
rom_gaul_engineering_construction_under_floor_drainage	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_construction_under_floor_drainage	0	0	0	0	false	false	barb_civ_up.png	0	3190	0	false	true	false
rom_gaul_engineering_siege_ammunition_stores	rom_HELLENIC_port_1	2	2000	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	barb_army_up.png	0	3034	0	false	true	false
rom_gaul_engineering_siege_armoured_siege_engineers	rom_HELLENIC_port_1	2	6400	rom_roman_engineering_siege_armoured_siege_engines	0	0	0	0	false	false	barb_army_up.png	0	3043	533	false	true	false
rom_gaul_engineering_siege_battering_ram	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_sige_battering_ram	0	0	0	0	false	false	barb_army_up.png	0	3030	0	false	true	false
rom_gaul_engineering_siege_boiling_oil	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_siege_boiling_oil	0	0	0	0	false	false	barb_army_up.png	0	3017	333	false	true	false
rom_gaul_engineering_siege_emergency_siege_measures	rom_HELLENIC_port_1	2	800	rom_egyptian_engineering_siege_emergency_siege_measures	0	0	0	0	false	false	barb_army_up.png	0	3010	0	false	true	false
rom_gaul_engineering_siege_great_food_vault	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_siege_great_food_vault	0	0	0	0	false	false	barb_army_up.png	0	3025	0	false	true	false
rom_gaul_engineering_siege_improved_defensive_artillery	rom_HELLENIC_port_1	2	9600	rom_barbarian_engineering_siege_arrow_towers	0	0	0	0	false	false	barb_army_up.png	0	3045	800	false	true	false
rom_gaul_engineering_siege_onager	rom_HELLENIC_port_1	2	9600	rom_barbarian_engineering_siege_onager	0	0	0	0	false	false	barb_army_up.png	0	3050	800	false	true	false
rom_gaul_engineering_siege_siege_tower	rom_HELLENIC_port_1	2	3200	rom_barbarian_engineering_siege_siege_tower	0	0	0	0	false	false	barb_army_up.png	0	3056	267	false	true	false
rom_gaul_engineering_top_earth_works	rom_HELLENIC_port_1	2	800	rom_barbarian_engineering_top_earth_works	0	0	0	0	false	false	barb_civ_up.png	0	3252	0	false	true	false
rom_gaul_military_navy_advanced_crew_training	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_navy_advanced_crew_training	0	0	0	0	false	false	barb_army_up.png	0	2974	0	false	false	true
rom_gaul_military_navy_improved_ship_building	rom_HELLENIC_port_1	2	4000	rom_barbarian_military_navy_improved_ship_building	0	0	0	0	false	false	barb_army_up.png	0	2943	333	false	false	true
rom_gaul_military_navy_iron_anchors	rom_HELLENIC_port_1	2	8800	rom_barbarian_military_navy_iron_anchors	0	0	0	0	false	false	barb_army_up.png	0	2948	733	false	false	true
rom_gaul_military_navy_lode_stone	rom_HELLENIC_port_1	2	2400	rom_barbarian_military_navy_lode_stone	0	0	0	0	false	false	barb_army_up.png	0	2984	0	false	false	true
rom_gaul_military_navy_oak_construction	rom_HELLENIC_port_1	2	2400	rom_barbarian_military_navy_oak_construction	0	0	0	0	false	false	barb_army_up.png	0	2935	0	false	false	true
rom_gaul_military_navy_shallow_keel	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_navy_shallow_keel	0	0	0	0	false	false	barb_army_up.png	0	2924	0	false	false	true
rom_gaul_military_top_foraging	rom_HELLENIC_port_1	2	800	rom_barbarian_military_warrior_code_foraging	0	0	0	0	false	false	barb_army_up.png	0	2918	0	false	false	true
rom_gaul_military_war_exercises_cavalry_tactics	rom_HELLENIC_port_1	2	2400	rom_barbarian_military_war_exercises_cavalry_tactics	0	0	0	0	false	false	barb_army_up.png	0	2928	0	false	false	true
rom_gaul_military_war_exercises_infantry_drills	rom_HELLENIC_port_1	2	10400	rom_barbarian_military_war_exercises_infantry_drills	0	0	0	0	false	false	barb_army_up.png	0	2958	867	false	false	true
rom_gaul_military_war_exercises_massed_charge	rom_HELLENIC_port_1	2	1200	rom_barbarian_military_war_exercises_massed_charge	0	0	0	0	false	false	barb_army_up.png	0	2964	0	false	false	true
rom_gaul_military_war_exercises_servants_of_the_elite	rom_HELLENIC_port_1	2	6400	rom_barbarian_military_war_servants_of_the_elite	0	0	0	0	false	false	barb_army_up.png	0	2989	533	false	false	true
rom_gaul_military_war_exercises_trimarcisia	rom_HELLENIC_port_1	2	8400	rom_barbarian_military_war_trimarcisia	0	0	0	0	false	false	barb_army_up.png	0	3001	700	false	false	true
rom_gaul_military_war_exercises_warrior_aristocracy	rom_HELLENIC_port_1	2	8000	rom_barbarian_military_war_exercises_warrior_aristocracy	0	0	0	0	false	false	barb_army_up.png	0	2992	667	false	false	true
rom_gaul_military_warrior_code_advanced_saddle	rom_HELLENIC_port_1	2	1200	rom_barbarian_military_warrior_code_advanced_saddle	0	0	0	0	false	false	barb_army_up.png	0	2919	0	false	false	true
rom_gaul_military_warrior_code_headhunt	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_warrior_code_headhunt	0	0	0	0	false	false	barb_army_up.png	0	2920	0	false	false	true
rom_gaul_military_warrior_code_infantry_chainmail	rom_HELLENIC_port_1	2	4000	rom_barbarian_military_warrior_code_infantry_chainmail	0	0	0	0	false	false	barb_army_up.png	0	2950	333	false	false	true
rom_gaul_military_warrior_code_tribal_totem	rom_HELLENIC_port_1	2	4000	rom_barbarian_military_warrior_code_tribal_totem	0	0	0	0	false	false	barb_army_up.png	0	2987	333	false	false	true
rom_gaul_military_warrior_code_war_dance	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_warrior_code_war_dance	0	0	0	0	false	false	barb_army_up.png	0	2968	0	false	false	true
rom_gaul_military_warrior_code_war_horn	rom_HELLENIC_port_1	2	2400	rom_barbarian_military_warrior_code_war_horn	0	0	0	0	false	false	barb_army_up.png	0	2977	0	false	false	true
rom_german_civil_druidism_knowledge_of_the_oak	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_druidism_knowledge_of_the_oak	0	0	0	0	false	false	barb_civ_up.png	0	3474	0	true	false	false
rom_german_civil_druidism_sacred_grove	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_druidism_sacred_grove	0	0	0	0	false	false	barb_civ_up.png	0	3594	0	true	false	false
rom_german_civil_druidism_sacrificial_rites	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_druidism_sacrificial_rites	0	0	0	0	false	false	barb_civ_up.png	0	3499	0	true	false	false
rom_german_civil_druidism_stargazing	rom_HELLENIC_port_1	2	3200	rom_barbarian_civil_druidism_stargazing	0	0	0	0	false	false	barb_civ_up.png	0	3491	267	true	false	false
rom_german_civil_druidism_temple_of_the_oak	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_druidism_temple_of_the_oak	0	0	0	0	false	false	barb_civ_up.png	0	3520	767	true	false	false
rom_german_civil_farming_crop_rotation	rom_HELLENIC_port_1	2	4000	rom_barbarian_civil_farming_crop_rotation	0	0	0	0	false	false	barb_civ_up.png	0	3453	333	true	false	false
rom_german_civil_farming_fertilisation	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_farming_fertilisation	0	0	0	0	false	false	barb_civ_up.png	0	3431	0	true	false	false
rom_german_civil_farming_grain_kiln	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_farming_grain_kiln	0	0	0	0	false	false	barb_civ_up.png	0	3460	767	true	false	false
rom_german_civil_farming_improved_irrigation	rom_HELLENIC_port_1	2	2000	rom_barbarian_civil_farming_improved_irrigation	0	0	0	0	false	false	barb_civ_up.png	0	3444	0	true	false	false
rom_german_civil_farming_iron_tools	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_farming_iron_tools	0	0	0	0	false	false	barb_civ_up.png	0	3428	0	true	false	false
rom_german_civil_farming_souterrain	rom_HELLENIC_port_1	2	6400	rom_barbarian_civil_farming_souterrain	0	0	0	0	false	false	barb_civ_up.png	0	3455	533	true	false	false
rom_german_civil_top_celtic_field_systems	rom_HELLENIC_port_1	2	800	rom_barbarian_civil_tribal_council_celtic_field_systems	0	0	0	0	false	false	barb_civ_up.png	0	3424	0	true	false	false
rom_german_civil_tribal_council_celtic_calendar	rom_HELLENIC_port_1	2	4000	rom_barbarian_civil_tribal_council_celtic_calender	0	0	0	0	false	false	barb_civ_up.png	0	3505	333	true	false	false
rom_german_civil_tribal_council_craft_specialisation	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_tribal_council_craft_specialisation	0	0	0	0	false	false	barb_civ_up.png	0	3437	0	true	false	false
rom_german_civil_tribal_council_cupellation_furnace	rom_HELLENIC_port_1	2	1200	rom_barbarian_civil_tribal_council_cupellation_furnace	0	0	0	0	false	false	barb_civ_up.png	0	3484	0	true	false	false
rom_german_civil_tribal_council_land_and_community_laws	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_tribal_council_land_and_community_laws	0	0	0	0	false	false	barb_civ_up.png	0	3518	767	true	false	false
rom_german_civil_tribal_council_mint	rom_HELLENIC_port_1	2	2000	rom_barbarian_civil_tribal_council_mint	0	0	0	0	false	false	barb_civ_up.png	0	3494	0	true	false	false
rom_german_civil_tribal_council_multilingual	rom_HELLENIC_port_1	2	9200	rom_barbarian_civil_tribal_council_multilingual	0	0	0	0	false	false	barb_civ_up.png	0	3467	767	true	false	false
rom_german_civil_tribal_council_timber_trackway	rom_HELLENIC_port_1	2	3200	rom_barbarian_civil_tribal_council_timber_trackway	0	0	0	0	false	false	barb_civ_up.png	0	3446	267	true	false	false
rom_german_civil_tribal_council_written_language	rom_HELLENIC_port_1	2	6400	rom_barbarian_civil_tribal_council_written_language	0	0	0	0	false	false	barb_civ_up.png	0	3510	533	true	false	false
rom_german_engineering_construction_double_wall_construction	rom_HELLENIC_port_1	2	6400	rom_barbarian_engineering_construction_double_wall_construction	0	0	0	0	false	false	barb_civ_up.png	0	3567	533	false	true	false
rom_german_engineering_construction_dry_stone_construction	rom_HELLENIC_port_1	2	6400	rom_barbarian_engineering_construction_dry_stone_construction	0	0	0	0	false	false	barb_civ_up.png	0	3576	533	false	true	false
rom_german_engineering_construction_enclosed_settlement	rom_HELLENIC_port_1	2	10000	rom_barbarian_engineering_construction_enclosed_settlement	0	0	0	0	false	false	barb_civ_up.png	0	3580	833	false	true	false
rom_german_engineering_construction_large_defences	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_construction_large_defences	0	0	0	0	false	false	barb_civ_up.png	0	3562	333	false	true	false
rom_german_engineering_construction_raised_site	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_construction_raised_site	0	0	0	0	false	false	barb_civ_up.png	0	3542	0	false	true	false
rom_german_engineering_construction_stone_footing	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_construction_stone_footing	0	0	0	0	false	false	barb_civ_up.png	0	3564	333	false	true	false
rom_german_engineering_construction_tax_labour	rom_HELLENIC_port_1	2	2000	rom_barbarian_engineering_construction_tax_labour	0	0	0	0	false	false	barb_civ_up.png	0	3552	0	false	true	false
rom_german_engineering_construction_under_floor_drainage	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_construction_under_floor_drainage	0	0	0	0	false	false	barb_civ_up.png	0	3538	0	false	true	false
rom_german_engineering_siege_ammunition_stores	rom_HELLENIC_port_1	2	4000	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	barb_army_up.png	0	3390	333	false	true	false
rom_german_engineering_siege_armoured_siege_engineers	rom_HELLENIC_port_1	2	9600	rom_roman_engineering_siege_armoured_siege_engines	0	0	0	0	false	false	barb_army_up.png	0	3407	800	false	true	false
rom_german_engineering_siege_battering_ram	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_sige_battering_ram	0	0	0	0	false	false	barb_army_up.png	0	3384	0	false	true	false
rom_german_engineering_siege_boiling_oil	rom_HELLENIC_port_1	2	2000	rom_barbarian_engineering_siege_boiling_oil	0	0	0	0	false	false	barb_army_up.png	0	3379	0	false	true	false
rom_german_engineering_siege_emergency_siege_measures	rom_HELLENIC_port_1	2	800	rom_egyptian_engineering_siege_emergency_siege_measures	0	0	0	0	false	false	barb_army_up.png	0	3371	0	false	true	false
rom_german_engineering_siege_great_food_vault	rom_HELLENIC_port_1	2	1200	rom_barbarian_engineering_siege_great_food_vault	0	0	0	0	false	false	barb_army_up.png	0	3380	0	false	true	false
rom_german_engineering_siege_improved_defensive_artillery	rom_HELLENIC_port_1	2	6400	rom_barbarian_engineering_siege_arrow_towers	0	0	0	0	false	false	barb_army_up.png	0	3397	533	false	true	false
rom_german_engineering_siege_onager	rom_HELLENIC_port_1	2	8400	rom_barbarian_engineering_siege_onager	0	0	0	0	false	false	barb_army_up.png	0	3418	700	false	true	false
rom_german_engineering_siege_siege_tower	rom_HELLENIC_port_1	2	3200	rom_barbarian_engineering_siege_siege_tower	0	0	0	0	false	false	barb_army_up.png	0	3412	267	false	true	false
rom_german_engineering_top_earth_works	rom_HELLENIC_port_1	2	800	rom_barbarian_engineering_top_earth_works	0	0	0	0	false	false	barb_civ_up.png	0	3528	0	false	true	false
rom_german_military_navy_advanced_crew_training	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_navy_advanced_crew_training	0	0	0	0	false	false	barb_army_up.png	0	3335	0	false	false	true
rom_german_military_navy_canvas_sails	rom_HELLENIC_port_1	2	9600	rom_barbarian_military_navy_canvas_sails	0	0	0	0	false	false	barb_army_up.png	0	3311	800	false	false	true
rom_german_military_navy_leather_sails	rom_HELLENIC_port_1	2	1200	rom_barbarian_military_navy_leather_sails	0	0	0	0	false	false	barb_army_up.png	0	3271	0	false	false	true
rom_german_military_navy_lode_stone	rom_HELLENIC_port_1	2	2400	rom_barbarian_military_navy_lode_stone	0	0	0	0	false	false	barb_army_up.png	0	3341	0	false	false	true
rom_german_military_navy_oak_construction	rom_HELLENIC_port_1	2	3200	rom_barbarian_military_navy_oak_construction	0	0	0	0	false	false	barb_army_up.png	0	3283	267	false	false	true
rom_german_military_top_foraging	rom_HELLENIC_port_1	2	800	rom_barbarian_military_warrior_code_foraging	0	0	0	0	false	false	barb_army_up.png	0	3253	0	false	false	true
rom_german_military_war_exercises_battle_fury	rom_HELLENIC_port_1	2	8000	rom_barbarian_military_war_exercises_battle_fury	0	0	0	0	false	false	barb_army_up.png	0	3367	667	false	false	true
rom_german_military_war_exercises_cavalry_tactics	rom_HELLENIC_port_1	2	4000	rom_barbarian_military_war_exercises_cavalry_tactics	0	0	0	0	false	false	barb_army_up.png	0	3292	333	false	false	true
rom_german_military_war_exercises_infantry_drills	rom_HELLENIC_port_1	2	9600	rom_barbarian_military_war_exercises_infantry_drills	0	0	0	0	false	false	barb_army_up.png	0	3304	800	false	false	true
rom_german_military_war_exercises_massed_charge	rom_HELLENIC_port_1	2	1600	rom_barbarian_military_war_exercises_massed_charge	0	0	0	0	false	false	barb_army_up.png	0	3326	0	false	false	true
rom_german_military_war_exercises_servants_of_the_elite	rom_HELLENIC_port_1	2	4000	rom_barbarian_military_war_servants_of_the_elite	0	0	0	0	false	false	barb_army_up.png	0	3353	333	false	false	true
rom_german_military_war_exercises_trimarcisia	rom_HELLENIC_port_1	2	8000	rom_barbarian_military_war_trimarcisia	0	0	0	0	false	false	barb_army_up.png	0	3358	667	false	false	true
rom_german_military_warrior_code_advanced_saddle	rom_HELLENIC_port_1	2	2000	rom_barbarian_military_warrior_code_advanced_saddle	0	0	0	0	false	false	barb_army_up.png	0	3279	0	false	false	true
rom_german_military_warrior_code_animal_imitation	rom_HELLENIC_port_1	2	1200	rom_briton_military_warrior_code_animal_imitation	0	0	0	0	false	false	barb_army_up.png	0	3264	0	false	false	true
rom_german_military_warrior_code_headhunt	rom_HELLENIC_port_1	2	800	rom_barbarian_military_warrior_code_headhunt	0	0	0	0	false	false	barb_army_up.png	0	3261	0	false	false	true
